address,square_feet,url,price,price_per_sq_ft,status,number_of_beds,number_of_bathrooms
"620 Ballantrae Dr #1500a, Northbrook, IL 60062",,https://www.zillow.com/homedetails/620-Ballantrae-Dr-1500A-Northbrook-IL-60062/3329291_zpid/,"$175,000",175000.0,Sold,-,s
"2845 Floral Dr, Northbrook, IL 60062","2,700",https://www.zillow.com/homedetails/2845-Floral-Dr-Northbrook-IL-60062/3341018_zpid/,"$527,000",195.1851851851852,Sold,4,3
"1697 Central Ave, Northbrook, IL 60062","1,403",https://www.zillow.com/homedetails/1697-Central-Ave-Northbrook-IL-60062/3340009_zpid/,"$237,500",169.28011404134,Sold,3,2
"1283 Gateway Ct, Northbrook, IL 60062","2,482",https://www.zillow.com/homedetails/1283-Gateway-Ct-Northbrook-IL-60062/2091549592_zpid/,"$859,652",346.3545527800161,Sold,3,3
"1523 Cedar Ln, Northbrook, IL 60062","1,689",https://www.zillow.com/homedetails/1523-Cedar-Ln-Northbrook-IL-60062/3335653_zpid/,$1.20M,710.4795737122557,Sold,4,2
"3222 Sanders Rd Apt 2d, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3222-Sanders-Rd-APT-2D-Northbrook-IL-60062/70453070_zpid/,"$102,000",102000.0,Sold,1, 
"1671 Mission Hills Rd #s-202, Northbrook, IL 60062","2,485",https://www.zillow.com/homedetails/1671-Mission-Hills-Rd-S-202-Northbrook-IL-60062/3341372_zpid/,"$345,000",138.83299798792757,Sold,2,3
"865 Huckleberry Ln, Northbrook, IL 60062","2,646",https://www.zillow.com/homedetails/865-Huckleberry-Ln-Northbrook-IL-60062/3334237_zpid/,"$445,000",168.17838246409676,Sold,4,4
"3110 Pheasant Creek Dr Apt 303, Northbrook, IL 60062","1,350",https://www.zillow.com/homedetails/3110-Pheasant-Creek-Dr-APT-303-Northbrook-IL-60062/2082686483_zpid/,"$180,000",133.33333333333334,Sold,2,2
"3915 Mission Hills Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3915-Mission-Hills-Rd-Northbrook-IL-60062/3341497_zpid/,"$452,500",452500.0,Sold,-,s
"2785 Shannon Rd, Northbrook, IL 60062","2,600",https://www.zillow.com/homedetails/2785-Shannon-Rd-Northbrook-IL-60062/3334377_zpid/,"$485,000",186.53846153846155,Sold,4,3
"1903 Big Oak Ln, Northbrook, IL 60062","1,516",https://www.zillow.com/homedetails/1903-Big-Oak-Ln-Northbrook-IL-60062/3335715_zpid/,"$340,000",224.27440633245382,Sold,3,2
"3025 Margo Ln, Northbrook, IL 60062","2,502",https://www.zillow.com/homedetails/3025-Margo-Ln-Northbrook-IL-60062/3340779_zpid/,"$637,500",254.79616306954438,Sold,4,3
"1671 Mission Hills Rd Apt 202, Northbrook, IL 60062","2,485",https://www.zillow.com/homedetails/1671-Mission-Hills-Rd-APT-202-Northbrook-IL-60062/2082599563_zpid/,"$345,000",138.83299798792757,Sold,2,3
"1621 Mission Hills Rd Apt 303, Northbrook, IL 60062","2,279",https://www.zillow.com/homedetails/1621-Mission-Hills-Rd-APT-303-Northbrook-IL-60062/2139476264_zpid/,"$325,000",142.60640631856077,Sold,2,3
"2196 Scott Rd, Northbrook, IL 60062","1,300",https://www.zillow.com/homedetails/2196-Scott-Rd-Northbrook-IL-60062/3339329_zpid/,"$292,000",224.6153846153846,Sold,3,2
"2350 White Oak Dr, Northbrook, IL 60062","2,699",https://www.zillow.com/homedetails/2350-White-Oak-Dr-Northbrook-IL-60062/3445934_zpid/,"$425,000",157.46572804742496,Sold,4,2
"2861 Aspen Rd, Northbrook, IL 60062","2,678",https://www.zillow.com/homedetails/2861-Aspen-Rd-Northbrook-IL-60062/3340465_zpid/,"$408,500",152.53920836445107,Sold,3,4
"1220 Rudolph Rd Apt 1p, Northbrook, IL 60062","1,775",https://www.zillow.com/homedetails/1220-Rudolph-Rd-APT-1P-Northbrook-IL-60062/2088130144_zpid/,"$356,000",200.56338028169014,Sold,2,2
"1740 Mission Hills Rd Apt 209, Northbrook, IL 60062","1,500",https://www.zillow.com/homedetails/1740-Mission-Hills-Rd-APT-209-Northbrook-IL-60062/3341435_zpid/,"$301,000",200.66666666666666,Sold,2,4
"3855 N Parkway Dr Apt 2d, Northbrook, IL 60062","1,000",https://www.zillow.com/homedetails/3855-N-Parkway-Dr-APT-2D-Northbrook-IL-60062/70453128_zpid/,"$105,500",105.5,Sold,1, 
"1250 Rudolph Dr #4g, Northbrook, IL 60062","2,134",https://www.zillow.com/homedetails/1250-Rudolph-Dr-4G-Northbrook-IL-60062/3329748_zpid/,"$279,000",130.74039362699156,Sold,3,3
"2091 Avalon Ct, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2091-Avalon-Ct-Northbrook-IL-60062/2084093320_zpid/,"$260,000",260000.0,Sold,2,2
"2188 Dehne Rd, Northbrook, IL 60062","4,700",https://www.zillow.com/homedetails/2188-Dehne-Rd-Northbrook-IL-60062/3339373_zpid/,$1.45M,308.51063829787233,Sold,6,6
"1616 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1616-Provenance-Way-Northbrook-IL-60062/258466448_zpid/,"$804,000",804000.0,Sold,-,f
"3743 Radcliffe Dr, Northbrook, IL 60062","2,566",https://www.zillow.com/homedetails/3743-Radcliffe-Dr-Northbrook-IL-60062/3332148_zpid/,"$619,000",241.23148869836322,Sold,4,5
"4110 Terri Lyn Ln, Northbrook, IL 60062","5,696",https://www.zillow.com/homedetails/4110-Terri-Lyn-Ln-Northbrook-IL-60062/3332006_zpid/,$1.09M,191.3623595505618,Sold,7,5
"2508 Partridge Ln, Northbrook, IL 60062","3,429",https://www.zillow.com/homedetails/2508-Partridge-Ln-Northbrook-IL-60062/3335060_zpid/,"$690,000",201.22484689413824,Sold,4,3
"4 The Court Of Hidden Wls, Northbrook, IL 60062","2,246",https://www.zillow.com/homedetails/4-The-Court-Of-Hidden-Wls-Northbrook-IL-60062/3332521_zpid/,"$455,000",202.58236865538734,Sold,3,3
"2429 Oak Ave, Northbrook, IL 60062","1,792",https://www.zillow.com/homedetails/2429-Oak-Ave-Northbrook-IL-60062/3334947_zpid/,"$318,000",177.45535714285714,Sold,3,2
"4110 Terri Lyn Ln, Northbrook, IL 60062","5,696",https://www.zillow.com/homedetails/4110-Terri-Lyn-Ln-Northbrook-IL-60062/2083076532_zpid/,$1.10M,193.11797752808988,Sold,7,5
"3110 Pheasant Creek Dr #a115, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3110-Pheasant-Creek-Dr-A115-Northbrook-IL-60062/3332695_zpid/,"$180,000",180000.0,Sold,-,s
"620 Ballantrae Dr #1a, Northbrook, IL 60062","2,200",https://www.zillow.com/homedetails/620-Ballantrae-Dr-1A-Northbrook-IL-60062/2084905700_zpid/,"$275,000",125.0,Sold,2,2
"925 Spring Hill Dr Apt 212, Northbrook, IL 60062",,https://www.zillow.com/homedetails/925-Spring-Hill-Dr-APT-212-Northbrook-IL-60062/3332658_zpid/,"$149,000",149000.0,Sold,2,2
"2248 Brentwood Rd, Northbrook, IL 60062","5,603",https://www.zillow.com/homedetails/2248-Brentwood-Rd-Northbrook-IL-60062/3339148_zpid/,$1.15M,205.2471890058897,Sold,5,5
"1155 Meadow Rd #14a, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/1155-Meadow-Rd-14A-Northbrook-IL-60062/3336100_zpid/,"$162,500",147.72727272727272,Sold,2,1
"1131 Saranac Ln, Northbrook, IL 60062","2,009",https://www.zillow.com/homedetails/1131-Saranac-Ln-Northbrook-IL-60062/3334359_zpid/,"$449,500",223.74315579890492,Sold,3,3
"2222 Royal Ridge Dr, Northbrook, IL 60062","2,643",https://www.zillow.com/homedetails/2222-Royal-Ridge-Dr-Northbrook-IL-60062/58356002_zpid/,"$625,000",236.4737041241014,Sold,3,3
"3110 Pheasant Creek Dr Apt 115, Northbrook, IL 60062","1,300",https://www.zillow.com/homedetails/3110-Pheasant-Creek-Dr-APT-115-Northbrook-IL-60062/2084793172_zpid/,"$180,000",138.46153846153845,Sold,2,2
"1250 4g #4g, Rudolph, IL 60062","2,500",https://www.zillow.com/homedetails/1250-4g-4G-Rudolph-IL-60062/2082163105_zpid/,"$279,000",111.6,Sold,3,2
"1005 Enfield Dr #11d4, Northbrook, IL 60062","1,700",https://www.zillow.com/homedetails/1005-Enfield-Dr-11D4-Northbrook-IL-60062/63689520_zpid/,"$365,000",214.7058823529412,Sold,3,3
"12 The Court Of Harbinger Fls, Northbrook, IL 60062","1,525",https://www.zillow.com/homedetails/12-The-Court-Of-Harbinger-Fls-Northbrook-IL-60062/3333706_zpid/,"$425,000",278.6885245901639,Sold,2,3
"1311 1st St, Northbrook, IL 60062",884,https://www.zillow.com/homedetails/1311-1st-St-Northbrook-IL-60062/3335340_zpid/,"$195,000",220.58823529411765,Sold,2,1
"2115 Butternut Ln, Northbrook, IL 60062","2,415",https://www.zillow.com/homedetails/2115-Butternut-Ln-Northbrook-IL-60062/3339812_zpid/,"$510,000",211.1801242236025,Sold,4,2
"1727 Chapel Ct, Northbrook, IL 60062","3,610",https://www.zillow.com/homedetails/1727-Chapel-Ct-Northbrook-IL-60062/3336644_zpid/,"$744,000",206.09418282548475,Sold,5,5
"843 Winchester Ln, Northbrook, IL 60062","2,244",https://www.zillow.com/homedetails/843-Winchester-Ln-Northbrook-IL-60062/3333315_zpid/,"$330,000",147.05882352941177,Sold,3,3
"606 Voltz Rd, Northbrook, IL 60062","4,518",https://www.zillow.com/homedetails/606-Voltz-Rd-Northbrook-IL-60062/3337741_zpid/,$1.07M,236.83045595396192,Sold,5,5
"1532 Walters Ave, Northbrook, IL 60062","1,758",https://www.zillow.com/homedetails/1532-Walters-Ave-Northbrook-IL-60062/3337001_zpid/,"$485,000",275.8816837315131,Sold,4,2
"2408 Burgundy Ln, Northbrook, IL 60062","2,355",https://www.zillow.com/homedetails/2408-Burgundy-Ln-Northbrook-IL-60062/3344398_zpid/,"$417,500",177.2823779193206,Sold,2,3
"1964 Brentwood Rd, Northbrook, IL 60062","2,380",https://www.zillow.com/homedetails/1964-Brentwood-Rd-Northbrook-IL-60062/65548869_zpid/,"$495,000",207.98319327731093,Sold,3,3
"1220 Rudolph Rd Apt 3m, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1220-Rudolph-Rd-APT-3M-Northbrook-IL-60062/3329669_zpid/,"$262,000",262000.0,Sold,2,2
"3222 Sanders Rd Apt 2d, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3222-Sanders-Rd-APT-2D-Northbrook-IL-60062/2082987653_zpid/,"$102,000",102000.0,Sold,1, 
"3835 Provenance Way, Northbrook, IL 60062","2,099",https://www.zillow.com/homedetails/3835-Provenance-Way-Northbrook-IL-60062/2087310214_zpid/,"$467,500",222.72510719390186,Sold,3,3
"2951 Canterbury Dr, Northbrook, IL 60062","3,214",https://www.zillow.com/homedetails/2951-Canterbury-Dr-Northbrook-IL-60062/3340996_zpid/,"$550,000",171.12632233976353,Sold,4,3
"1637 Highland Ave, Northbrook, IL 60062","4,000",https://www.zillow.com/homedetails/1637-Highland-Ave-Northbrook-IL-60062/3340026_zpid/,"$980,000",245.0,Sold,5,5
"2077 Cambria Ct, Northbrook, IL 60062","2,000",https://www.zillow.com/homedetails/2077-Cambria-Ct-Northbrook-IL-60062/62005859_zpid/,"$321,000",160.5,Sold,3,2
"1621 Mission Hills Rd #n-201, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1621-Mission-Hills-Rd-N-201-Northbrook-IL-60062/3341316_zpid/,"$270,000",270000.0,Sold,-,s
"2613 Mulberry Ln, Northbrook, IL 60062","2,716",https://www.zillow.com/homedetails/2613-Mulberry-Ln-Northbrook-IL-60062/3338957_zpid/,"$665,000",244.84536082474227,Sold,5,4
"3085 Pheasant Creek Dr Apt 305, Northbrook, IL 60062","1,120",https://www.zillow.com/homedetails/3085-Pheasant-Creek-Dr-APT-305-Northbrook-IL-60062/3332768_zpid/,"$170,000",151.78571428571428,Sold,2,2
"1684 Mission Hills Rd #3-e, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1684-Mission-Hills-Rd-3-E-Northbrook-IL-60062/3341302_zpid/,"$270,000",270000.0,Sold,2,3
"3801 Mission Hills Rd #e-306, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3801-Mission-Hills-Rd-E-306-Northbrook-IL-60062/3341139_zpid/,"$235,000",235000.0,Sold,-,s
"2222 Center Ave, Northbrook, IL 60062","1,915",https://www.zillow.com/homedetails/2222-Center-Ave-Northbrook-IL-60062/3335387_zpid/,"$425,000",221.93211488250654,Sold,3,3
"3140 Keystone Rd, Northbrook, IL 60062","3,780",https://www.zillow.com/homedetails/3140-Keystone-Rd-Northbrook-IL-60062/3333817_zpid/,"$925,000",244.7089947089947,Sold,5,5
"101 Pointe Dr #1210, Northbrook, IL 60062",,https://www.zillow.com/homedetails/101-Pointe-Dr-1210-Northbrook-IL-60062/70452531_zpid/,"$260,000",260000.0,Sold,-,s
"3140 Keystone Rd, Northbrook, IL 60062","3,780",https://www.zillow.com/homedetails/3140-Keystone-Rd-Northbrook-IL-60062/3333817_zpid/,"$925,000",244.7089947089947,Sold,5,5
"1215 Woodview Ln, Northbrook, IL 60062","3,021",https://www.zillow.com/homedetails/1215-Woodview-Ln-Northbrook-IL-60062/253421796_zpid/,$1.41M,466.7328699106256,Sold,3,3
"1768 Central Ave, Northbrook, IL 60062","1,600",https://www.zillow.com/homedetails/1768-Central-Ave-Northbrook-IL-60062/3340077_zpid/,"$285,000",178.125,Sold,2,2
"3860 Mission Hills Rd #g-80, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-G-80-Northbrook-IL-60062/3342029_zpid/,"$450,000",450000.0,Sold,-,s
"4131 Yorkshire Ln, Northbrook, IL 60062","2,802",https://www.zillow.com/homedetails/4131-Yorkshire-Ln-Northbrook-IL-60062/3331635_zpid/,"$545,000",194.50392576730906,Sold,4,3
"3860 Mission Hills Rd Apt 317, Northbrook, IL 60062","2,425",https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-APT-317-Northbrook-IL-60062/3341917_zpid/,"$450,000",185.56701030927834,Sold,2,2
"3860 Mission Hills Rd #g-67, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3860-Mission-Hills-Rd-G-67-Northbrook-IL-60062/3342016_zpid/,"$450,000",450000.0,Sold,-,s
"3815 Gregory Dr, Northbrook, IL 60062","1,439",https://www.zillow.com/homedetails/3815-Gregory-Dr-Northbrook-IL-60062/3349859_zpid/,"$240,000",166.78248783877692,Sold,3,2
"4050 Pheasant Creek Dr, Northbrook, IL 60062",,https://www.zillow.com/homedetails/4050-Pheasant-Creek-Dr-Northbrook-IL-60062/3332933_zpid/,"$155,000",155000.0,Sold,-,s
"2750 The Mews, Northbrook, IL 60062","2,072",https://www.zillow.com/homedetails/2750-The-Mews-Northbrook-IL-60062/3330080_zpid/,"$350,000",168.9189189189189,Sold,6,2
"1914 Farnsworth Ln Unit 210, Northbrook, IL 60062","2,000",https://www.zillow.com/homedetails/1914-Farnsworth-Ln-UNIT-210-Northbrook-IL-60062/70452712_zpid/,"$410,000",205.0,Sold,3,2
"1914 Farnsworth Ln #p18, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1914-Farnsworth-Ln-P18-Northbrook-IL-60062/70452740_zpid/,"$410,000",410000.0,Sold,-,s
"1684 Mission Hills Rd, Northbrook, IL 60062","1,620",https://www.zillow.com/homedetails/1684-Mission-Hills-Rd-Northbrook-IL-60062/2083819110_zpid/,"$189,000",116.66666666666667,Sold,2,3
"3530 Merle Ln, Northbrook, IL 60062","2,505",https://www.zillow.com/homedetails/3530-Merle-Ln-Northbrook-IL-60062/3349785_zpid/,"$445,500",177.8443113772455,Sold,4,4
"2311 Ash Ln, Northbrook, IL 60062","1,647",https://www.zillow.com/homedetails/2311-Ash-Ln-Northbrook-IL-60062/3334735_zpid/,"$500,000",303.58227079538557,Sold,4,2
"1914 Farnsworth Ln #p19, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1914-Farnsworth-Ln-P19-Northbrook-IL-60062/70452741_zpid/,"$410,000",410000.0,Sold,-,s
"3851 Mission Hills Rd Apt 203, Northbrook, IL 60062","1,747",https://www.zillow.com/homedetails/3851-Mission-Hills-Rd-APT-203-Northbrook-IL-60062/2085127078_zpid/,"$190,000",108.75787063537493,Sold,2,2
"101 Pointe Dr Unit 210, Northbrook, IL 60062","1,800",https://www.zillow.com/homedetails/101-Pointe-Dr-UNIT-210-Northbrook-IL-60062/2083432256_zpid/,"$260,000",144.44444444444446,Sold,2,3
"1300 Edgewood Ln, Northbrook, IL 60062","8,410",https://www.zillow.com/homedetails/1300-Edgewood-Ln-Northbrook-IL-60062/3337644_zpid/,$1.60M,190.24970273483947,Sold,6,7
"2050 Valencia Dr Apt 311c, Northbrook, IL 60062","1,100",https://www.zillow.com/homedetails/2050-Valencia-Dr-APT-311C-Northbrook-IL-60062/3343967_zpid/,"$150,000",136.36363636363637,Sold,2,2
"11 Harborside Dr, Northbrook, IL 60062",,https://www.zillow.com/homedetails/11-Harborside-Dr-Northbrook-IL-60062/3332591_zpid/,"$255,000",255000.0,Sold,-,s
"3955 Mission Hills Rd N #1b, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3955-Mission-Hills-Rd-N-1B-Northbrook-IL-60062/3341094_zpid/,"$208,000",208000.0,Sold,-,s
"2005 Valencia Dr Apt 109d, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/2005-Valencia-Dr-APT-109D-Northbrook-IL-60062/3343989_zpid/,"$170,000",141.66666666666666,Sold,2,2
"3715 Pebble Beach Rd, Northbrook, IL 60062","4,054",https://www.zillow.com/homedetails/3715-Pebble-Beach-Rd-Northbrook-IL-60062/3331817_zpid/,"$845,000",208.43611248149975,Sold,5,5
"2584 Joshua Ln, Northbrook, IL 60062","3,138",https://www.zillow.com/homedetails/2584-Joshua-Ln-Northbrook-IL-60062/49913380_zpid/,"$615,000",195.98470363288718,Sold,4,4
"2050 Glendale Ave, Northbrook, IL 60062","3,300",https://www.zillow.com/homedetails/2050-Glendale-Ave-Northbrook-IL-60062/3339806_zpid/,"$900,000",272.72727272727275,Sold,5,4
"3050 Pheasant Creek Dr Apt 106, Northbrook, IL 60062","1,160",https://www.zillow.com/homedetails/3050-Pheasant-Creek-Dr-APT-106-Northbrook-IL-60062/2082865468_zpid/,"$155,000",133.6206896551724,Sold,2,2
"3955 Mission Hills Rd Apt B, Northbrook, IL 60062","1,348",https://www.zillow.com/homedetails/3955-Mission-Hills-Rd-APT-B-Northbrook-IL-60062/2082950925_zpid/,"$208,000",154.3026706231454,Sold,2,2
"3853 Provenance Way, Northbrook, IL 60062",,https://www.zillow.com/homedetails/3853-Provenance-Way-Northbrook-IL-60062/245564165_zpid/,"$470,000",470000.0,Sold,-,f
"917 Bittersweet Dr, Northbrook, IL 60062","1,885",https://www.zillow.com/homedetails/917-Bittersweet-Dr-Northbrook-IL-60062/3336287_zpid/,"$404,000",214.3236074270557,Sold,4,2
"1175 Lake Cook Rd Apt 510, Northbrook, IL 60062","2,272",https://www.zillow.com/homedetails/1175-Lake-Cook-Rd-APT-510-Northbrook-IL-60062/2143994298_zpid/,"$275,000",121.03873239436619,Sold,2,2
"2150 Valencia Dr Apt 208a, Northbrook, IL 60062","1,200",https://www.zillow.com/homedetails/2150-Valencia-Dr-APT-208A-Northbrook-IL-60062/3343836_zpid/,"$135,000",112.5,Sold,2,2
"900 Cedar Ln, Northbrook, IL 60062","1,555",https://www.zillow.com/homedetails/900-Cedar-Ln-Northbrook-IL-60062/3334714_zpid/,"$385,000",247.58842443729904,Sold,3,1
"1671 Mission Hills Rd #s-409, Northbrook, IL 60062",,https://www.zillow.com/homedetails/1671-Mission-Hills-Rd-S-409-Northbrook-IL-60062/3341401_zpid/,"$220,000",220000.0,Sold,-,s
"2520 Buckland Ln, Northbrook, IL 60062","2,557",https://www.zillow.com/homedetails/2520-Buckland-Ln-Northbrook-IL-60062/60259676_zpid/,"$445,000",174.03206883066093,Sold,3,3
"2255 Southbridge Ln, Northbrook, IL 60062","2,376",https://www.zillow.com/homedetails/2255-Southbridge-Ln-Northbrook-IL-60062/3339829_zpid/,"$512,000",215.4882154882155,Sold,4,3
"2775 Grace Rd, Northbrook, IL 60062","4,029",https://www.zillow.com/homedetails/2775-Grace-Rd-Northbrook-IL-60062/3334118_zpid/,"$750,000",186.15040953090096,Sold,4,4
"2764 Grace Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2764-Grace-Rd-Northbrook-IL-60062/96787442_zpid/,"$750,000",750000.0,Sold,-,s
"2928 White Pine Dr, Northbrook, IL 60062","2,400",https://www.zillow.com/homedetails/2928-White-Pine-Dr-Northbrook-IL-60062/3340884_zpid/,"$600,000",250.0,Sold,2,3
"2781 Grace Rd, Northbrook, IL 60062",,https://www.zillow.com/homedetails/2781-Grace-Rd-Northbrook-IL-60062/96787443_zpid/,"$750,000",750000.0,Sold,-,s
